cell_index,lon_min,lon_max,lat_min,lat_max,ray_count,phase_velocity_km_s
0,-122.34,-122.33,46.08,46.089999999999996,0.0,2.772257173994636
1,-122.33,-122.32,46.08,46.089999999999996,0.0,2.771084787444691
2,-122.32,-122.30999999999999,46.08,46.089999999999996,0.0,2.768973162632138
3,-122.30999999999999,-122.29999999999998,46.08,46.089999999999996,0.0,2.7664253656295537
4,-122.29999999999998,-122.28999999999998,46.08,46.089999999999996,0.0,2.7643494848743657
5,-122.28999999999998,-122.27999999999997,46.08,46.089999999999996,0.0,2.7642891497182127
6,-122.27999999999997,-122.26999999999997,46.08,46.089999999999996,0.0,2.76861868079572
7,-122.26999999999997,-122.25999999999996,46.08,46.089999999999996,0.0,2.7805114357254817
8,-122.25999999999996,-122.24999999999996,46.08,46.089999999999996,0.0,2.803166239331879
9,-122.24999999999996,-122.23999999999995,46.08,46.089999999999996,0.0,2.838019433901116
10,-122.23999999999995,-122.22999999999995,46.08,46.089999999999996,0.0,2.883357524568057
11,-122.22999999999995,-122.21999999999994,46.08,46.089999999999996,0.0,2.9333913374565213
12,-122.21999999999994,-122.20999999999994,46.08,46.089999999999996,0.0,2.97791279500527
13,-122.20999999999994,-122.19999999999993,46.08,46.089999999999996,0.0,3.001080403797067
14,-122.19999999999993,-122.18999999999993,46.08,46.089999999999996,0.0,2.9985240926233905
15,-122.18999999999993,-122.17999999999992,46.08,46.089999999999996,0.0,2.9761539049280206
16,-122.17999999999992,-122.16999999999992,46.08,46.089999999999996,0.0,2.9440013618717837
17,-122.16999999999992,-122.15999999999991,46.08,46.089999999999996,0.0,2.90990844086297
18,-122.15999999999991,-122.1499999999999,46.08,46.089999999999996,0.0,2.878378703997338
19,-122.1499999999999,-122.1399999999999,46.08,46.089999999999996,0.0,2.851693069586599
20,-122.1399999999999,-122.1299999999999,46.08,46.089999999999996,0.0,2.8307887732541492
21,-122.1299999999999,-122.11999999999989,46.08,46.089999999999996,0.0,2.815834188266784
22,-122.11999999999989,-122.10999999999989,46.08,46.089999999999996,0.0,2.8066390748510948
23,-122.10999999999989,-122.09999999999988,46.08,46.089999999999996,0.0,2.8026836511407534
24,-122.09999999999988,-122.08999999999988,46.08,46.089999999999996,0.0,2.8031558501719207
25,-122.08999999999988,-122.07999999999987,46.08,46.089999999999996,0.0,2.806942610379464
26,-122.07999999999987,-122.06999999999987,46.08,46.089999999999996,0.0,2.812667178843419
27,-122.06999999999987,-122.05999999999986,46.08,46.089999999999996,0.0,2.818806258474533
28,-122.05999999999986,-122.04999999999986,46.08,46.089999999999996,0.0,2.8238917606307403
29,-122.04999999999986,-122.03999999999985,46.08,46.089999999999996,0.0,2.826763132852025
30,-122.34,-122.33,46.089999999999996,46.099999999999994,0.0,2.767721475134744
31,-122.33,-122.32,46.089999999999996,46.099999999999994,0.0,2.766236611891491
32,-122.32,-122.30999999999999,46.089999999999996,46.099999999999994,0.0,2.763488872753091
33,-122.30999999999999,-122.29999999999998,46.089999999999996,46.099999999999994,0.0,2.7598670247599504
34,-122.29999999999998,-122.28999999999998,46.089999999999996,46.099999999999994,0.0,2.7561231068817427
35,-122.28999999999998,-122.27999999999997,46.089999999999996,46.099999999999994,0.0,2.753702455395681
36,-122.27999999999997,-122.26999999999997,46.089999999999996,46.099999999999994,0.0,2.7552225310041085
37,-122.26999999999997,-122.25999999999996,46.089999999999996,46.099999999999994,0.0,2.7649163090824453
38,-122.25999999999996,-122.24999999999996,46.089999999999996,46.099999999999994,0.0,2.78804756811531
39,-122.24999999999996,-122.23999999999995,46.089999999999996,46.099999999999994,0.0,2.827524877705943
40,-122.23999999999995,-122.22999999999995,46.089999999999996,46.099999999999994,0.0,2.8822897677889237
41,-122.22999999999995,-122.21999999999994,46.089999999999996,46.099999999999994,0.0,2.946231471674746
42,-122.21999999999994,-122.20999999999994,46.089999999999996,46.099999999999994,142.0,3.0095746342653196
43,-122.20999999999994,-122.19999999999993,46.089999999999996,46.099999999999994,201.0,3.0383692539242535
44,-122.19999999999993,-122.18999999999993,46.089999999999996,46.099999999999994,32.0,3.02955241336239
45,-122.18999999999993,-122.17999999999992,46.089999999999996,46.099999999999994,3.0,2.9955635074166604
46,-122.17999999999992,-122.16999999999992,46.089999999999996,46.099999999999994,3.0,2.9532411852102785
47,-122.16999999999992,-122.15999999999991,46.089999999999996,46.099999999999994,0.0,2.912062275851936
48,-122.15999999999991,-122.1499999999999,46.089999999999996,46.099999999999994,0.0,2.8757982739947674
49,-122.1499999999999,-122.1399999999999,46.089999999999996,46.099999999999994,0.0,2.84608410249664
50,-122.1399999999999,-122.1299999999999,46.089999999999996,46.099999999999994,0.0,2.823387784206659
51,-122.1299999999999,-122.11999999999989,46.089999999999996,46.099999999999994,0.0,2.807460149357329
52,-122.11999999999989,-122.10999999999989,46.089999999999996,46.099999999999994,0.0,2.798083181381648
53,-122.10999999999989,-122.09999999999988,46.089999999999996,46.099999999999994,0.0,2.7946370355265744
54,-122.09999999999988,-122.08999999999988,46.089999999999996,46.099999999999994,0.0,2.7962436145232745
55,-122.08999999999988,-122.07999999999987,46.089999999999996,46.099999999999994,0.0,2.8016726416747115
56,-122.07999999999987,-122.06999999999987,46.089999999999996,46.099999999999994,0.0,2.8093184948600602
57,-122.06999999999987,-122.05999999999986,46.089999999999996,46.099999999999994,0.0,2.817344857631996
58,-122.05999999999986,-122.04999999999986,46.089999999999996,46.099999999999994,0.0,2.8239296804282876
59,-122.04999999999986,-122.03999999999985,46.089999999999996,46.099999999999994,0.0,2.8276482164373333
60,-122.34,-122.33,46.099999999999994,46.10999999999999,0.0,2.758687029654444
61,-122.33,-122.32,46.099999999999994,46.10999999999999,0.0,2.75658245524107
62,-122.32,-122.30999999999999,46.099999999999994,46.10999999999999,0.0,2.752643027966547
63,-122.30999999999999,-122.29999999999998,46.099999999999994,46.10999999999999,0.0,2.7469787257074043
64,-122.29999999999998,-122.28999999999998,46.099999999999994,46.10999999999999,0.0,2.739908591629231
65,-122.28999999999998,-122.27999999999997,46.099999999999994,46.10999999999999,0.0,2.7324378206874593
66,-122.27999999999997,-122.26999999999997,46.099999999999994,46.10999999999999,0.0,2.727194849061413
67,-122.26999999999997,-122.25999999999996,46.099999999999994,46.10999999999999,0.0,2.7304321937574945
68,-122.25999999999996,-122.24999999999996,46.099999999999994,46.10999999999999,0.0,2.7532050658937934
69,-122.24999999999996,-122.23999999999995,46.099999999999994,46.10999999999999,0.0,2.801689069895464
70,-122.23999999999995,-122.22999999999995,46.099999999999994,46.10999999999999,0.0,2.876478003847316
71,-122.22999999999995,-122.21999999999994,46.099999999999994,46.10999999999999,27.0,2.969368041888807
72,-122.21999999999994,-122.20999999999994,46.099999999999994,46.10999999999999,581.0,3.0793785668652363
73,-122.20999999999994,-122.19999999999993,46.099999999999994,46.10999999999999,485.0,3.1174186077606434
74,-122.19999999999993,-122.18999999999993,46.099999999999994,46.10999999999999,218.0,3.0995288263660776
75,-122.18999999999993,-122.17999999999992,46.099999999999994,46.10999999999999,99.0,3.0324798780166615
76,-122.17999999999992,-122.16999999999992,46.099999999999994,46.10999999999999,37.0,2.9684606984879194
77,-122.16999999999992,-122.15999999999991,46.099999999999994,46.10999999999999,14.0,2.91446163446762
78,-122.15999999999991,-122.1499999999999,46.099999999999994,46.10999999999999,6.0,2.8689326412118668
79,-122.1499999999999,-122.1399999999999,46.099999999999994,46.10999999999999,4.0,2.833381537440701
80,-122.1399999999999,-122.1299999999999,46.099999999999994,46.10999999999999,3.0,2.8073713084243974
81,-122.1299999999999,-122.11999999999989,46.099999999999994,46.10999999999999,0.0,2.7894751420631243
82,-122.11999999999989,-122.10999999999989,46.099999999999994,46.10999999999999,0.0,2.779811550798608
83,-122.10999999999989,-122.09999999999988,46.099999999999994,46.10999999999999,0.0,2.7774638441802058
84,-122.09999999999988,-122.08999999999988,46.099999999999994,46.10999999999999,0.0,2.7815277683416886
85,-122.08999999999988,-122.07999999999987,46.099999999999994,46.10999999999999,0.0,2.790547880227301
86,-122.07999999999987,-122.06999999999987,46.099999999999994,46.10999999999999,0.0,2.8024551769566117
87,-122.06999999999987,-122.05999999999986,46.099999999999994,46.10999999999999,0.0,2.8147289451526434
88,-122.05999999999986,-122.04999999999986,46.099999999999994,46.10999999999999,0.0,2.82467011102242
89,-122.04999999999986,-122.03999999999985,46.099999999999994,46.10999999999999,0.0,2.8303335724547356
90,-122.34,-122.33,46.10999999999999,46.11999999999999,0.0,2.745238785826115
91,-122.33,-122.32,46.10999999999999,46.11999999999999,0.0,2.74212139777677
92,-122.32,-122.30999999999999,46.10999999999999,46.11999999999999,0.0,2.7366616979323117
93,-122.30999999999999,-122.29999999999998,46.10999999999999,46.11999999999999,0.0,2.728322777047175
94,-122.29999999999998,-122.28999999999998,46.10999999999999,46.11999999999999,0.0,2.7165738589828865
95,-122.28999999999998,-122.27999999999997,46.10999999999999,46.11999999999999,0.0,2.7011555423096323
96,-122.27999999999997,-122.26999999999997,46.10999999999999,46.11999999999999,0.0,2.683033261909522
97,-122.26999999999997,-122.25999999999996,46.10999999999999,46.11999999999999,0.0,2.669936049751243
98,-122.25999999999996,-122.24999999999996,46.10999999999999,46.11999999999999,0.0,2.6886873384386276
99,-122.24999999999996,-122.23999999999995,46.10999999999999,46.11999999999999,0.0,2.74984468124167
100,-122.23999999999995,-122.22999999999995,46.10999999999999,46.11999999999999,182.0,2.859124898947715
101,-122.22999999999995,-122.21999999999994,46.10999999999999,46.11999999999999,485.0,2.9892061519061506
102,-122.21999999999994,-122.20999999999994,46.10999999999999,46.11999999999999,653.0,3.064310965655811
103,-122.20999999999994,-122.19999999999993,46.10999999999999,46.11999999999999,869.0,3.074175994691494
104,-122.19999999999993,-122.18999999999993,46.10999999999999,46.11999999999999,733.0,3.1130364806297157
