cell_index,lon_min,lon_max,lat_min,lat_max,ray_count,phase_velocity_km_s
0,-122.34,-122.33,46.08,46.089999999999996,0.0,2.8441877467488146
1,-122.33,-122.32,46.08,46.089999999999996,0.0,2.842473817704597
2,-122.32,-122.30999999999999,46.08,46.089999999999996,0.0,2.839387737552806
3,-122.30999999999999,-122.29999999999998,46.08,46.089999999999996,0.0,2.83561563532811
4,-122.29999999999998,-122.28999999999998,46.08,46.089999999999996,0.0,2.832252241150132
5,-122.28999999999998,-122.27999999999997,46.08,46.089999999999996,0.0,2.83096906988001
6,-122.27999999999997,-122.26999999999997,46.08,46.089999999999996,0.0,2.8341458496880105
7,-122.26999999999997,-122.25999999999996,46.08,46.089999999999996,0.0,2.8448178687062504
8,-122.25999999999996,-122.24999999999996,46.08,46.089999999999996,0.0,2.865898673762977
9,-122.24999999999996,-122.23999999999995,46.08,46.089999999999996,0.0,2.8984066562338486
10,-122.23999999999995,-122.22999999999995,46.08,46.089999999999996,0.0,2.940260953741704
11,-122.22999999999995,-122.21999999999994,46.08,46.089999999999996,0.0,2.985682027889717
12,-122.21999999999994,-122.20999999999994,46.08,46.089999999999996,0.0,3.024944522368155
13,-122.20999999999994,-122.19999999999993,46.08,46.089999999999996,0.0,3.0417821733601844
14,-122.19999999999993,-122.18999999999993,46.08,46.089999999999996,0.0,3.0370315384647486
15,-122.18999999999993,-122.17999999999992,46.08,46.089999999999996,0.0,3.0198079376861435
16,-122.17999999999992,-122.16999999999992,46.08,46.089999999999996,0.0,2.9978419715176994
17,-122.16999999999992,-122.15999999999991,46.08,46.089999999999996,0.0,2.976276419294353
18,-122.15999999999991,-122.1499999999999,46.08,46.089999999999996,0.0,2.957293884679476
19,-122.1499999999999,-122.1399999999999,46.08,46.089999999999996,0.0,2.9420644575067376
20,-122.1399999999999,-122.1299999999999,46.08,46.089999999999996,0.0,2.930952769130097
21,-122.1299999999999,-122.11999999999989,46.08,46.089999999999996,0.0,2.923797760189818
22,-122.11999999999989,-122.10999999999989,46.08,46.089999999999996,0.0,2.9203363961996676
23,-122.10999999999989,-122.09999999999988,46.08,46.089999999999996,0.0,2.9201140618575545
24,-122.09999999999988,-122.08999999999988,46.08,46.089999999999996,0.0,2.9225185518552683
25,-122.08999999999988,-122.07999999999987,46.08,46.089999999999996,0.0,2.9267767249978505
26,-122.07999999999987,-122.06999999999987,46.08,46.089999999999996,0.0,2.9319243437600555
27,-122.06999999999987,-122.05999999999986,46.08,46.089999999999996,0.0,2.9369075363071953
28,-122.05999999999986,-122.04999999999986,46.08,46.089999999999996,0.0,2.9407659030713944
29,-122.04999999999986,-122.03999999999985,46.08,46.089999999999996,0.0,2.942845063376394
30,-122.34,-122.33,46.089999999999996,46.099999999999994,0.0,2.8396500445268846
31,-122.33,-122.32,46.089999999999996,46.099999999999994,0.0,2.837479978891412
32,-122.32,-122.30999999999999,46.089999999999996,46.099999999999994,0.0,2.8335151231194353
33,-122.30999999999999,-122.29999999999998,46.089999999999996,46.099999999999994,0.0,2.8284015824819195
34,-122.29999999999998,-122.28999999999998,46.089999999999996,46.099999999999994,0.0,2.8231612087722007
35,-122.28999999999998,-122.27999999999997,46.089999999999996,46.099999999999994,0.0,2.819422364225258
36,-122.27999999999997,-122.26999999999997,46.089999999999996,46.099999999999994,0.0,2.8198418989356178
37,-122.26999999999997,-122.25999999999996,46.089999999999996,46.099999999999994,0.0,2.8284837767990765
38,-122.25999999999996,-122.24999999999996,46.089999999999996,46.099999999999994,0.0,2.850282590442969
39,-122.24999999999996,-122.23999999999995,46.089999999999996,46.099999999999994,0.0,2.8875022483475163
40,-122.23999999999995,-122.22999999999995,46.089999999999996,46.099999999999994,0.0,2.9383764171017854
