source,receiver,distance_km,original_path,cleaned_path,scale
1D.4529,1D.4328,12.182027,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4328/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4328/1D.4529/stack_pws.h5,0.000576
1D.4529,1D.4009,12.196077,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4009/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4009/1D.4529/stack_pws.h5,-0.000102
1D.4529,1D.4330,12.210554,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4330/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4330/1D.4529/stack_pws.h5,0.000930
1D.4529,1D.4329,12.250374,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4329/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4329/1D.4529/stack_pws.h5,-0.001231
1D.4529,1D.4314,12.265299,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4314/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4314/1D.4529/stack_pws.h5,-0.001070
1D.4529,1D.4316,12.320866,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4316/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4316/1D.4529/stack_pws.h5,-0.000410
1D.4529,1D.4331,12.326151,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4331/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4331/1D.4529/stack_pws.h5,-0.000149
1D.4529,1D.4335,12.367662,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4335/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4335/1D.4529/stack_pws.h5,-0.001093
1D.4529,1D.4332,12.373916,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4332/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4332/1D.4529/stack_pws.h5,-0.000282
1D.4529,1D.4010,12.383059,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4010/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4010/1D.4529/stack_pws.h5,0.000849
1D.4529,1D.4333,12.407826,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4333/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4333/1D.4529/stack_pws.h5,-0.000957
1D.4529,1D.4334,12.415758,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4334/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4334/1D.4529/stack_pws.h5,-0.000176
1D.4529,1D.4315,12.450219,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4315/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4315/1D.4529/stack_pws.h5,0.002239
1D.4529,1D.4012,12.863432,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4012/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4012/1D.4529/stack_pws.h5,-0.000672
1D.4529,1D.4013,12.996241,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4013/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4013/1D.4529/stack_pws.h5,0.000312
1D.4529,1D.4014,13.042742,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4014/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4014/1D.4529/stack_pws.h5,-0.002157
1D.4529,1D.4015,13.262541,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4015/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4015/1D.4529/stack_pws.h5,-0.000564
1D.4529,1D.4289,13.334504,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4289/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4289/1D.4529/stack_pws.h5,0.001275
1D.4529,1D.4290,13.526123,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4290/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4290/1D.4529/stack_pws.h5,0.000535
1D.4529,1D.4016,13.575449,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4016/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4016/1D.4529/stack_pws.h5,-0.001092
1D.4529,1D.4288,13.581041,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4288/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4288/1D.4529/stack_pws.h5,0.000462
1D.4529,1D.4017,13.721716,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4017/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4017/1D.4529/stack_pws.h5,0.000584
1D.4529,1D.4291,13.729562,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4291/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4291/1D.4529/stack_pws.h5,-0.000176
1D.4529,1D.4287,13.749562,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4287/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4287/1D.4529/stack_pws.h5,-0.000229
1D.4529,1D.4018,13.852394,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4018/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4018/1D.4529/stack_pws.h5,-0.000293
1D.4529,1D.4292,13.854033,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4292/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4292/1D.4529/stack_pws.h5,0.000349
1D.4529,1D.4286,13.906850,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4286/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4286/1D.4529/stack_pws.h5,0.000266
1D.4529,1D.4293,14.001502,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4293/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4293/1D.4529/stack_pws.h5,0.000431
1D.4529,1D.4285,14.102593,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4285/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4285/1D.4529/stack_pws.h5,0.000986
1D.4529,1D.4284,14.136052,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4284/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4284/1D.4529/stack_pws.h5,0.000019
1D.4529,1D.4297,14.194682,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4297/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4297/1D.4529/stack_pws.h5,0.001023
1D.4529,1D.4282,14.210533,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4282/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4282/1D.4529/stack_pws.h5,-0.000112
1D.4529,1D.4294,14.235791,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4294/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4294/1D.4529/stack_pws.h5,-0.000606
1D.4529,1D.4283,14.279506,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4283/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4283/1D.4529/stack_pws.h5,0.001472
1D.4529,1D.4281,14.315754,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4281/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4281/1D.4529/stack_pws.h5,-0.001358
1D.4529,1D.4280,14.399824,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4280/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4280/1D.4529/stack_pws.h5,0.000199
1D.4529,1D.4295,14.430555,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4295/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4295/1D.4529/stack_pws.h5,-0.000073
1D.4529,1D.4298,14.468278,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4298/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4298/1D.4529/stack_pws.h5,-0.001271
1D.4529,1D.4296,14.640491,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4296/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4296/1D.4529/stack_pws.h5,-0.000694
1D.4529,1D.4279,14.693959,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4279/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4279/1D.4529/stack_pws.h5,0.000724
1D.4529,1D.4299,14.742232,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4299/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4299/1D.4529/stack_pws.h5,-0.001738
1D.4529,1D.4320,14.804780,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4320/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4320/1D.4529/stack_pws.h5,0.002199
1D.4529,1D.4300,14.849743,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4300/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4300/1D.4529/stack_pws.h5,-0.001458
1D.4529,1D.4301,14.959572,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4301/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4301/1D.4529/stack_pws.h5,-0.000930
1D.4529,1D.4319,14.962288,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4319/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4319/1D.4529/stack_pws.h5,0.000704
1D.4529,1D.4278,14.965339,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4278/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4278/1D.4529/stack_pws.h5,-0.000709
1D.4529,1D.4312,15.014073,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4312/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4312/1D.4529/stack_pws.h5,-0.000060
1D.4529,1D.4311,15.023063,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4311/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4311/1D.4529/stack_pws.h5,-0.000351
1D.4529,1D.4310,15.055857,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4310/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4310/1D.4529/stack_pws.h5,-0.000061
1D.4529,1D.4302,15.064908,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4302/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4302/1D.4529/stack_pws.h5,0.000123
1D.4529,1D.4309,15.126513,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4309/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4309/1D.4529/stack_pws.h5,-0.001074
1D.4529,1D.4303,15.141096,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4303/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4303/1D.4529/stack_pws.h5,0.000347
1D.4529,1D.4308,15.159028,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4308/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4308/1D.4529/stack_pws.h5,-0.000315
1D.4529,1D.4304,15.200819,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4304/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4304/1D.4529/stack_pws.h5,0.003022
1D.4529,1D.4305,15.243136,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4305/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4305/1D.4529/stack_pws.h5,-0.000648
1D.4529,1D.4277,15.260127,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4277/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4277/1D.4529/stack_pws.h5,0.001568
1D.4529,1D.4306,15.277619,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4306/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4306/1D.4529/stack_pws.h5,-0.000405
1D.4529,1D.4307,15.313512,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4307/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4307/1D.4529/stack_pws.h5,-0.001055
1D.4529,1D.4276,15.571300,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4276/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4276/1D.4529/stack_pws.h5,0.000776
1D.4529,1D.4497,15.671221,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4497/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4497/1D.4529/stack_pws.h5,-0.001526
1D.4529,1D.4275,15.929111,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4275/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4275/1D.4529/stack_pws.h5,0.001210
1D.4529,1D.4274,16.102617,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4274/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4274/1D.4529/stack_pws.h5,0.001018
1D.4529,1D.4472,16.444975,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4472/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4472/1D.4529/stack_pws.h5,0.000106
1D.4529,1D.4473,16.722771,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4473/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4473/1D.4529/stack_pws.h5,0.000083
1D.4529,1D.4474,16.973265,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4474/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4474/1D.4529/stack_pws.h5,-0.000268
1D.4529,1D.4475,17.183634,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4475/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4475/1D.4529/stack_pws.h5,0.000261
1D.4529,1D.4476,17.323707,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4476/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4476/1D.4529/stack_pws.h5,-0.000256
1D.4529,1D.4477,17.541743,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4477/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4477/1D.4529/stack_pws.h5,-0.000076
1D.4529,1D.4478,17.687668,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4478/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4478/1D.4529/stack_pws.h5,0.000522
1D.4529,1D.4484,17.693172,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4484/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4484/1D.4529/stack_pws.h5,0.000094
1D.4529,1D.4485,17.816281,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4485/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4485/1D.4529/stack_pws.h5,0.000269
1D.4529,1D.4486,17.909636,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4486/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4486/1D.4529/stack_pws.h5,0.000080
1D.4529,1D.4479,17.969216,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4479/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4479/1D.4529/stack_pws.h5,0.000010
1D.4529,1D.4487,18.036406,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4487/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4487/1D.4529/stack_pws.h5,-0.000048
1D.4529,1D.4499,18.148402,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4499/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4499/1D.4529/stack_pws.h5,-0.000128
1D.4529,1D.4488,18.184543,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4488/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4488/1D.4529/stack_pws.h5,-0.000288
1D.4529,1D.4489,18.351925,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4489/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4489/1D.4529/stack_pws.h5,-0.000064
1D.4529,1D.4500,18.369236,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4500/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4500/1D.4529/stack_pws.h5,-0.000406
1D.4529,1D.4490,18.492381,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4490/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4490/1D.4529/stack_pws.h5,0.000386
1D.4529,1D.4501,18.619152,/mnt/data_hdd/MSH_ANT/stack/2014/1D_WANG_PWS_150s_20260620/STACK/1D.4501/1D.4529/stack_pws.h5,/mnt/data_hdd/MSH_ANT/parameter_tests/1d_moveout_before_after_spike_removal_20260625_fixed/stack_cleaned_subset/1D.4501/1D.4529/stack_pws.h5,0.000626
